target	rt.m	rt.sd	rt.n	zrt.m	zrt.sd	zrt.n	acy	acy.n	nbphon	puPhon	pld20	accd	fb	ff	ft
élan	872.7149	140.00505	43	-1.332080643	0.7228773	43	0.9772727	44	3	3	1.35	355	37.5700001	4.61	42.18
élança	997.7487	129.44647	48	-0.3618044817	0.6963934	48	1	48	5	5	2.35	613	4.45999997	0.03	4.49
élançais	957.7335	132.1017	48	-0.6967491404	0.7541956	48	0.9795918	49	5	5	1.95	555	0.40999999	0	0.41
élançant	1027.9874	188.41381	43	-0.1927363218	1.0438787	43	0.9148936	47	5	5	1.9	583	1.28000002	0	1.28
élance	1088.1959	168.202	50	0.2342124485	0.9598022	50	0.9807692	52	4	4	1.7	718	3.85000002	0.94	4.79
élancer	897.0816	129.0653	47	-1.0248824425	0.5432223	47	0.9791667	48	5	5	1.95	545	3.85000002	0.61	4.46
élargi	953.5732	135.84506	48	-0.6726005736	0.8459474	48	1	48	6	6	2.5	554	2.36000002	0.72	3.08
élargir	980.155	140.00778	49	-0.5039432245	0.9147514	49	1	49	7	7	2.9	780	4.11999999	2.07	6.19
élastique	1016.7816	125.39283	42	-0.1949455894	0.7073556	42	0.9347826	46	7	7	2.15	741	9.05999998	2.28	11.34
électeurs	1106.3256	125.97935	45	0.2385664467	0.7815498	45	0.9183673	49	7	6	2.05	796	2.22999998	2.96	5.19
élection	998.1768	126.97748	46	-0.3125171169	0.7603864	46	1	47	7	5	2.7	616	4.31999997	5.95	10.27
électoral	1131.0423	107.7368	44	0.4692318302	0.7213156	44	1	45	9	9	3.1	796	1.55	0.32	1.87
électorat	1113.7218	161.47889	39	0.3628178351	0.733501	39	0.9111111	45	8	8	2.8	704	0.07000001	0.24	0.31
électrons	1092.3666	181.65344	46	0.101613425	0.8573191	46	0.9787234	47	7	7	3.15	639	0.14	0.83	0.97
éleva	927.9039	178.65271	43	-1.0066282257	0.8353529	43	1	44	4	5	3	441	12.91	0.28	13.19
élevèrent	983.5187	183.96337	45	-0.6225121926	0.8310635	45	0.9782609	46	5	5	3.3	595	1.75999999	0.07	1.83
élevage	953.1802	141.45471	45	-0.7283206444	0.7693151	45	1	46	5	6	3.4	666	2.91000002	2.88	5.79
élevaient	913.2609	160.65075	48	-0.9636422332	1.0104099	48	0.9795918	49	4	5	3.15	451	4.72999997	0.17	4.9
élevant	936.3676	155.0563	41	-0.9185008459	0.9395693	41	0.9545455	44	4	4	2.9	417	8.38000004	0.36	8.74
élever	930.1105	185.24297	40	-1.0546779194	0.8608042	40	0.9761905	42	4	5	2.8	469	20.19999995	15.57	35.77
éleveur	947.3275	156.53365	49	-0.7906587679	0.8402164	49	1	49	5	5	3.25	693	1.01000001	0.98	1.99
élimine	975.3367	88.20579	47	-0.5097642183	0.5392922	47	1	48	6	6	2.45	663	1.01000001	4	5.01
éliminer	983.8072	155.11239	47	-0.6144369037	0.7646628	47	1	48	7	7	2.55	654	3.58000002	14.66	18.24
éliminons	1101.3308	120.1534	45	0.4125636382	0.7652319	45	1	45	7	7	3.8	647	0	0.19	0.19
élire	1034.5109	146.14672	41	-0.2788956678	0.8225736	41	0.9130435	46	4	4	1.6	573	2.03000001	2.15	4.18
élite	1081.8912	142.68262	45	-0.0119011439	0.69177	45	0.9782609	46	4	4	1.8	609	8.64999993	7.24	15.89
élitiste	1226.3383	153.29924	37	1.2815134769	0.8529572	37	0.787234	47	7	6	2.85	842	0.20000001	0.3	0.5
élixir	1065.44	120.9152	46	-0.01115754	0.6362984	46	0.9787234	47	7	6	2.95	778	1.28000002	1.52	2.8
élocution	1065.8712	173.08514	47	0.1080190323	0.7588615	47	1	47	8	5	3.4	749	1.61999999	0.84	2.46
éloge	935.5733	109.51176	42	-0.8589179226	0.6488142	42	0.9772727	44	4	3	1.95	557	5.46999999	1.31	6.78
élogieuse	1105.6988	208.18543	48	0.1626673319	1.0971702	48	0.9795918	49	7	7	3.55	746	0.34000001	0.06	0.4
éloigna	1076.8837	182.17891	48	-0.0133107334	0.8187327	48	1	48	6	6	2.9	673	19.19000005	0.1	19.29
éloignait	1012.7203	199.8844	47	-0.384890361	0.8540269	47	0.9791667	48	6	6	2.85	592	16.82000001	0.45	17.27
éloignant	1089.2245	217.99441	46	0.1777768949	1.1248571	46	1	46	6	6	2.6	673	7.63999995	0.65	8.29
éloigne	1173.9083	184.25703	45	0.7761076749	0.8086357	45	0.9183673	49	5	5	2.25	733	19.25999995	9.77	29.03
éloigner	931.4381	180.7962	49	-0.8963794626	1.0767519	49	0.98	50	6	6	2.55	511	28.45000006	14.51	42.96
éloquence	1148.7805	207.47681	45	0.3977408105	0.9227751	45	0.9782609	46	6	6	2.5	776	4.45999997	1.3	5.76
éloquent	1021.3839	181.30065	43	-0.3680271771	0.7602404	43	1	45	5	5	1.9	566	2.3	0.81	3.11
éloquente	1129.5712	186.50819	43	0.4451045057	1.0594164	43	0.9777778	45	6	6	2.6	736	1.61999999	0.08	1.7
élu	955.4365	168.09664	38	-0.8153644312	1.0350639	38	0.7916667	48	3	3	1.5	294	7.29999995	10.08	17.38
élucider	1069.3084	136.82944	46	0.2188240579	0.7726282	46	1	46	7	7	2.7	697	1.69	1.31	3
émail	1160.33	172.93509	37	0.5950113038	0.6619489	37	0.8444444	45	4	4	1.85	616	5.74000005	0.56	6.3
émailler	1011.7555	151.87489	37	-0.3638900214	0.8612418	37	0.8636364	44	5	5	1.65	539	0.34000001	0.01	0.35
émanaient	1001.5387	163.87963	43	-0.4406322972	0.9583736	43	0.9772727	44	5	5	1.95	495	0.54	0.06	0.6
émanant	985.9624	181.79488	42	-0.5207538283	0.9350841	42	0.9347826	46	5	5	1.75	482	1.21999998	0.72	1.94
émanation	1134.8586	161.39802	41	0.5705301946	0.8798002	41	0.8367347	49	8	5	3.75	739	1.07999998	0.07	1.15
émane	1088.6792	186.84903	36	0.1841641025	1.1542699	36	0.7708333	48	4	4	1.8	547	2.09	1.31	3.4
émarger	1109.2544	171.46302	39	0.3674755058	0.9491879	39	0.8888889	45	6	6	1.9	623	0.14	0	0.14
émeraude	1130.0124	110.33436	45	0.4722685265	0.7183631	45	0.9782609	46	5	5	3.8	678	4.92999995	1.15	6.08
émerge	961.8638	133.45068	48	-0.6939412592	0.7605343	48	1	48	5	5	1.85	590	5.06999998	1.14	6.21
émergea	959.6819	118.44079	48	-0.6445309257	0.625409	48	1	48	6	6	2.4	576	2.63999997	0.04	2.68
émergeait	922.7957	134.67111	46	-0.865715241	0.695589	46	0.9791667	48	6	6	2.45	591	5.41000001	0.03	5.44
émergeant	1022.0074	208.00183	47	-0.3701441846	0.9488993	47	0.9591837	49	6	6	2.25	602	4.86999998	0.28	5.15
émerger	983.2709	173.66689	49	-0.5007704273	0.9055727	49	1	49	6	6	1.85	601	4.45999997	0.7	5.16
émet	954.0329	128.40349	47	-0.74973534	0.7610864	47	0.9791667	48	3	3	1.55	400	2.57000003	1.85	4.42
émettait	1043.1456	201.49222	44	-0.1739399425	0.9748512	44	0.9574468	47	5	5	2.6	573	1.55	0.09	1.64
émettant	1028.8567	195.39545	47	-0.1656651984	1.1187162	47	0.9591837	49	5	5	1.95	528	1.07999998	0.14	1.22
émettent	1050.9156	141.19057	38	-0.097810009	0.9434329	38	0.8297872	47	4	4	1.9	537	0.34000001	0.91	1.25
émetteur	1045.7837	136.48312	51	-0.0533074943	0.7278152	51	0.9807692	52	6	6	2	742	0.61000001	3.79	4.4
émettre	972.3766	131.26423	45	-0.5572693071	0.6821651	45	0.9782609	46	5	5	1.85	530	3.04000005	2.96	6
émeute	967.5004	124.77277	44	-0.7319557011	0.6830796	44	0.9574468	47	4	4	1.9	571	3.64999997	4.03	7.68
émietta	1215.963	177.82544	29	0.9379229169	0.9144336	29	0.6888889	45	6	6	2.85	602	0.46999998	0	0.47
émiettent	1168.9796	192.84521	42	0.6112296182	0.9592385	42	0.875	48	5	5	1.95	694	0.07000001	0.01	0.08
émigré	1064.5251	218.83742	46	-0.1307058996	1.0433303	46	0.9787234	47	6	6	2.2	613	3.24000003	2.08	5.32
éminence	1082.8025	167.33465	46	0.031182128	0.8280464	46	0.9791667	48	6	6	2.4	779	3.04000005	1.18	4.22
éminent	954.1184	140.23862	46	-0.7893040014	0.7441344	46	0.9787234	47	5	5	1.9	439	2.03000001	1.66	3.69
éminente	1120.1546	181.45654	48	0.2689830521	0.8750776	48	0.9795918	49	6	6	2.45	738	1.15	0.07	1.22
émis	914.8759	191.67365	43	-0.8337591057	1.1996294	43	0.86	50	3	3	1.45	332	2.3	1.57	3.87
émissaire	1105.7911	192.02993	41	0.4156715724	1.038854	41	0.9148936	47	6	5	2.25	770	2.15999998	3.58	5.74
émission	1031.3999	133.28468	46	-0.1480181978	0.6847874	46	1	47	6	5	2.6	609	7.36000005	27.75	35.11
émotif	1098.9214	127.40937	42	0.2512570884	0.7911248	42	0.9555556	45	6	6	2.4	825	0.75000001	1.3	2.05
émotion	988.2142	172.98181	47	-0.5707366427	0.8416295	47	0.9591837	49	6	6	2.8	624	47.96999955	14.03	62
émotive	1196.627	166.02652	45	0.7427004916	0.8496987	45	0.9782609	46	6	6	2.35	878	0.27	1.22	1.49
émouvant	1003.7181	218.64614	45	-0.5610594289	0.8741504	45	0.9583333	48	5	5	2.1	578	5.21	3.65	8.86
émouvante	1090.8914	183.6944	44	0.0932380182	0.8405266	44	0.9782609	46	6	6	2.6	750	6.08000004	1.16	7.24
émouvoir	1089.009	174.09885	44	0.1686367866	0.9558754	44	0.9777778	45	7	5	2.65	817	6.08000004	1.29	7.37
ému	912.6281	163.02834	49	-1.0347130674	0.7710345	49	1	49	3	3	1.6	382	17.36000013	6.01	23.37
émulation	1054.3797	119.55001	39	-0.0294581078	0.8659423	39	0.8297872	47	8	5	2.9	710	2.22999998	0.07	2.3
énergie	1013.1881	163.08127	47	-0.3329323819	0.8885073	47	0.9795918	49	6	6	2.35	619	27.63999976	42.18	69.82
énergique	1056.5949	162.35249	43	0.0354102575	1.0655241	43	1	44	7	7	2.7	778	3.99000005	1.37	5.36
énerva	1058.1872	133.32462	37	-0.0865738232	0.7410086	37	0.8043478	46	6	6	2.55	557	2.15999998	0.1	2.26
énervait	1009.0527	178.18502	42	-0.2948907357	1.0194869	42	0.9772727	44	6	6	2.6	556	4.52999998	0.98	5.51
énervant	977.225	142.68309	47	-0.5578198405	0.82823	47	0.9795918	49	6	6	2.4	601	1.42000002	1.53	2.95
énerve	1073.5037	208.05857	48	-0.2238714151	0.8391632	48	1	48	5	5	1.9	614	6.28000001	21.7	27.98
énerver	956.4991	130.21781	46	-0.7336988447	0.681172	46	1	46	6	6	2.35	604	3.37999999	10.36	13.74
énoncer	968.3939	202.30514	45	-0.7132578631	0.7964305	45	0.9574468	47	5	5	2.8	619	1.49000002	0.3	1.79
énorme	938.6127	114.27578	47	-0.8243761423	0.682917	47	0.9791667	48	5	5	2.1	582	81.21999954	39.73	120.95
énormité	1120.9533	173.97253	43	0.3269669641	0.8129417	43	0.9772727	44	8	6	3.05	749	2.43	0.16	2.59
énumérait	1091.7648	163.48102	45	0.2938360311	1.0775747	45	1	45	7	7	3.2	661	1.07999998	0.03	1.11
énumérer	1015.9032	133.4917	49	-0.467366119	0.7081248	49	1	49	7	7	2.9	650	2.43	0.46	2.89
épée	930.4213	160.22805	47	-0.8105496604	0.9132901	47	0.94	50	3	3	1.15	444	19.12000017	29.34	48.46
épagneul	1131.7756	143.88932	43	0.3893471776	0.9078699	43	0.8979592	49	6	4	2.95	686	1.49000002	0.26	1.75
épais	973.8771	120.28638	44	-0.5785022155	0.7072513	44	0.9361702	47	3	3	1.6	423	41.48000019	6.16	47.64
épaisse	1045.4784	185.79286	46	-0.3095594082	0.7400011	46	0.9787234	47	4	4	1.8	699	35.8799998	3.28	39.16
épaisseur	1072.6132	164.96018	47	-0.0322262857	0.8529716	47	1	47	6	5	2	848	21.88999986	1.89	23.78
épaissir	1013.2809	158.88238	46	-0.2209405624	0.8877623	46	1	47	6	3	2.7	783	1.49000002	0.28	1.77
épaissit	1057.0011	204.14051	44	-0.0749029245	0.9454935	44	1	46	5	3	2.15	607	1.42000002	0.59	2.01
épancher	1137.5929	212.15659	28	0.3373197369	0.9916435	28	0.6666667	45	5	5	1.9	576	0.67999999	0.37	1.05
épandre	1137.4697	183.99743	30	0.6791584992	1.1727815	30	0.6808511	47	5	5	1.65	631	0.40999999	0	0.41
épanoui	1059.9011	196.12283	44	-0.1158036362	0.8919383	44	0.9782609	46	6	6	2.7	574	3.10000003	0.35	3.45
épanouir	1087.7316	179.25059	48	0.0253879017	0.8889471	48	0.9615385	52	7	7	2.75	716	3.72000001	1.48	5.2
épargna	1082.8741	149.01527	44	0.3027668163	0.9303192	44	0.9574468	47	6	6	2.35	656	1.34999999	0.12	1.47
épargnant	1041.4503	204.97094	45	-0.2417505086	0.9224144	45	1	45	6	6	2.35	619	1.42000002	0.15	1.57
épargne	1039.602	95.13617	43	-0.1050118135	0.4580148	43	0.9772727	44	5	5	1.85	694	5.74000005	9.25	14.99
épargner	982.4128	168.13561	43	-0.5833584509	0.8797365	43	1	43	6	6	1.9	567	7.63999995	6.9	14.54
éparpille	1112.4605	161.15599	46	0.205721159	0.7906935	46	0.9791667	48	7	7	2.8	736	1.55	0.25	1.8
éparses	1160.0422	212.71393	42	0.7394546939	1.2082201	42	0.84	50	5	5	1.85	709	2.97000003	0.14	3.11
épatant	973.5411	207.88036	48	-0.7156809705	0.6945857	48	1	48	5	5	1.85	505	5.54000003	4.76	10.3
épatante	1015.8417	150.54369	44	-0.2561900919	0.8728477	44	0.9782609	46	6	6	2.15	711	1.28000002	1.31	2.59
épate	1153.2157	150.98335	35	0.5038459651	0.7102151	35	0.7826087	46	4	4	1.7	667	1.69	1.68	3.37
épater	949.4795	154.78807	48	-0.7883226717	0.9147826	48	1	48	5	5	1.75	485	3.58000002	1.48	5.06
épaulé	993.5461	187.42326	45	-0.4561001863	0.9879861	45	0.9375	48	5	5	1.8	494	0.40999999	0.12	0.53
épaule	982.0527	136.40669	47	-0.5395779139	0.7624353	47	0.9791667	48	4	4	1.9	638	117.91000024	18.46	136.37
épaulette	1109.4325	180.54835	44	0.2385517709	0.9804366	44	0.9361702	47	6	6	2	635	0.61000001	0.02	0.63
épave	1050.2161	121.48734	42	0.0015389434	0.8679052	42	0.893617	47	4	4	1.9	622	6.28000001	6.52	12.8
épelait	947.1647	154.41588	46	-0.79806663	0.8556905	46	0.9787234	47	4	5	2.95	474	0.27	0.04	0.31
épelant	961.3379	142.86598	42	-0.4645294551	0.972103	42	0.9545455	44	4	5	2.85	474	0.27	0.03	0.3
épeler	920.9183	167.74004	50	-0.964926766	0.9253576	50	1	50	4	5	2.65	457	0.88	1.75	2.63
épelle	1118.3	128.95254	31	0.5950425844	0.8936099	31	0.6666667	48	4	4	1.7	606	0.14	0.45	0.59
éperdu	1001.9214	145.11958	45	-0.3619931544	0.7919987	45	0.9183673	49	6	6	2.55	609	5.54000003	0.25	5.79
éperons	1110.6574	170.60094	34	0.3018727642	1.0633073	34	0.7	50	4	5	3.9	421	5.13999998	0.87	6.01
épervier	987.3815	149.56179	43	-0.4273978921	0.8539746	43	0.9148936	47	7	7	2.8	536	1.15	0.27	1.42
éphémère	1040.0644	130.46778	44	-0.2411931105	0.6897427	44	0.9777778	45	6	6	2.9	816	7.16000002	1.35	8.51
épi	1029.9764	206.43275	39	-0.2286364122	1.2197382	39	0.8541667	48	3	3	1.05	387	1.82000001	1.09	2.91
épiaient	1075.909	197.29368	37	0.1292721338	1.0513677	37	0.74	50	4	4	1.85	442	1.21999998	0.21	1.43
épicé	1044.3389	114.83832	41	0.0364929311	0.8519093	41	0.8541667	48	5	5	1.65	611	0.34000001	1.31	1.65
épice	1047.3709	217.05078	35	-0.1361668982	0.9938852	35	0.8780488	41	4	4	1.65	630	1.69	1.48	3.17
épicentre	1284.0912	283.08055	26	1.3133585151	1.4698606	26	0.6666667	45	7	5	2.9	836	0.34000001	0.53	0.87
épicerie	1121.7928	186.80768	40	0.375006226	1.1369318	40	0.9090909	44	6	6	3.4	657	8.30999998	6.52	14.83
épicière	1105.8141	127.97238	46	0.4037046004	0.7777122	46	0.9791667	48	7	6	2.55	874	1.88999998	0.01	1.9
épicier	1038.3327	145.23666	50	-0.0888754342	0.8408511	50	1	50	6	6	1.95	621	7.69999995	2.73	10.43
épicurien	1112.7017	127.29459	46	0.4452755029	0.7029339	46	0.9791667	48	8	8	3.75	805	0.54	0.16	0.7
épidémie	958.1626	107.56682	48	-0.727053324	0.5260285	48	1	48	7	7	2.85	597	3.24000003	7.91	11.15
épiderme	1096.5173	140.6683	44	0.204820816	0.7736804	44	0.9777778	45	7	7	2.9	751	2.69999997	0.45	3.15
épilepsie	1116.3078	196.63447	42	0.2034601979	0.743559	42	1	43	8	7	3.55	737	1.55	1.89	3.44
épiler	1006.9154	119.02358	39	-0.3208179432	0.7777636	39	0.9069767	43	5	5	1.65	506	1.21999998	1.13	2.35
épilogue	1082.3972	151.75092	48	0.1865725208	0.9747053	48	0.9795918	49	6	5	2.45	653	1.61999999	0.29	1.91
épinards	1007.7542	154.59927	47	-0.3129379564	1.0133415	47	0.94	50	6	5	1.95	688	1.82000001	1.79	3.61
épine	955.6026	96.48778	44	-0.6298426419	0.6448819	44	1	44	4	4	1.55	588	3.91999997	2.52	6.44
épineuse	1032.9753	225.06456	45	-0.2683008881	0.9242166	45	1	46	6	6	2.55	623	1.28000002	0.5	1.78
épineux	938.0887	177.29124	43	-0.8033505382	0.9592006	43	1	43	5	5	1.9	502	4.79999995	0.51	5.31
épingla	1035.177	128.63552	48	-0.1956710804	0.6247013	48	1	49	6	6	2.6	621	0.40999999	0	0.41
épinglage	1163.2514	198.21467	32	0.5774384247	0.9859452	32	0.8604651	43	7	7	2.8	914	0.07000001	0.01	0.08
épingle	1052.8477	138.69265	44	0.0637454058	0.7440956	44	0.9777778	45	5	5	2.5	728	9.11999994	3.74	12.86
épingler	973.4206	123.91509	46	-0.6388695893	0.5614583	46	0.9787234	47	6	6	2.5	614	0.88	1.35	2.23
épinglera	1167.9455	157.31582	46	0.6896368457	0.648501	46	0.9591837	49	8	8	4.75	742	0.07000001	0.07	0.14
épique	990.7394	145.70344	46	-0.5613683061	0.7050743	46	1	46	4	4	1.55	543	1.75999999	0.68	2.44
épisode	1026.0189	128.07511	45	-0.2955541509	0.8347253	45	1	45	6	5	2.9	713	12.50000005	13.63	26.13
épitaphe	1111.0395	143.4897	31	0.3559990094	0.886829	31	0.6956522	46	6	6	2.5	726	1.34999999	0.72	2.07
épithète	1088.1124	144.03364	42	0.2153521815	0.725248	42	0.9545455	44	6	5	2.1	699	1.28000002	0.04	1.32
épluchait	1062.7618	151.36377	44	-0.005806456	0.799522	44	0.9565217	46	6	6	2.6	692	1.55	0.01	1.56
éplucher	1014.0727	124.9817	46	-0.2731415595	0.6192816	46	1	46	6	6	2.1	651	3.04000005	1.32	4.36
éponge	967.9162	118.07238	46	-0.6551396181	0.5802706	46	0.9583333	48	4	4	2.8	628	12.03000013	6.49	18.52
épongea	1010.7194	159.35543	43	-0.4124292274	0.7140106	43	0.9772727	44	5	5	3.4	606	1.61999999	0	1.62
épongeait	1074.911	198.21828	45	0.0824878501	1.0963529	45	0.9782609	46	5	5	3.3	676	1.34999999	0	1.35
épongeant	1070.9294	200.97339	45	0.0757373498	0.9121356	45	0.9583333	48	5	5	3.05	618	1.01000001	0	1.01
éponger	969.7172	96.80603	47	-0.5376631804	0.5859894	47	1	48	5	5	2.75	649	2.97000003	0.51	3.48
épopée	1014.3906	162.63768	45	-0.3188436416	0.8454286	45	0.9574468	47	5	4	1.9	528	4.19000003	1.13	5.32
époque	966.2873	174.50396	45	-0.6370994093	0.8740393	45	1	45	4	4	1.9	586	132.70000084	67.23	199.93
épousa	945.6992	119.26974	48	-0.766600847	0.5582658	48	1	48	5	5	2.45	549	2.09	0.88	2.97
épousait	962.4244	145.70511	47	-0.6140652107	0.8459152	47	0.9791667	48	5	5	2.45	552	4.45999997	0.65	5.11
épousant	1028.5059	131.99054	44	-0.248207894	0.7788293	44	0.9565217	46	5	5	1.95	554	3.17999998	0.87	4.05
épouse	1101.5503	114.23685	48	0.3855448517	0.6514902	48	1	48	4	4	1.9	743	31.56000028	57.95	89.51
épouser	929.0407	162.53266	45	-0.8706072917	0.7696377	45	0.9375	48	5	5	1.9	551	20.19999995	57.87	78.07
épousera	979.9693	125.66731	42	-0.4721644157	0.4714639	42	0.9767442	43	6	7	4.55	674	1.01000001	1.75	2.76
épouserai	992.3172	174.62179	46	-0.3988168523	1.0008025	46	0.9787234	47	6	7	4.25	582	0.67999999	4.25	4.93
épouvanta	1244.3671	220.27652	37	1.2346450717	1.2781636	37	0.8297872	47	7	7	2.85	689	0.67999999	0	0.68
épouvanté	1138.0688	157.6722	44	0.6533548001	0.6994024	44	1	45	7	7	2.7	755	3.72000001	0.36	4.08
épouvante	1004.7205	122.21613	44	-0.3567724676	0.6942469	44	0.9361702	47	6	6	2.65	696	10.33	2.59	12.92
époux	1023.8935	202.48124	42	-0.4082900023	0.8277711	42	0.9130435	46	3	3	1.75	412	16.41999997	19.57	35.99
épreuve	1052.3147	162.14663	41	0.0069561731	1.199695	41	0.9534884	43	5	4	2.65	675	27.90999989	16.88	44.79
épris	1057.4679	165.80845	38	-0.0475614831	0.8724285	38	0.8444444	45	4	4	1.7	478	3.72000001	1.64	5.36
éprise	1043.5442	141.16622	41	-0.0703329012	0.7624573	41	0.893617	47	5	5	1.8	645	1.28000002	0.84	2.12
éprouva	1017.1293	183.44289	48	-0.453677531	0.8678265	48	0.9411765	51	6	6	2.55	536	9.39000006	0.01	9.4
éprouvai	983.909	260.90144	46	-0.6618239346	1.0693225	46	1	46	6	6	2.5	593	5.26999999	0.03	5.3
éprouvais	1006.9607	145.90432	44	-0.4293356891	0.7786654	44	1	45	6	6	2.5	586	13.04000007	1.18	14.22
éprouvant	957.8595	156.48194	45	-0.7170587746	0.7616295	45	1	45	6	6	2.5	542	3.71000003	0.95	4.66
éprouve	1032.2855	98.10407	47	-0.190210658	0.5787576	47	1	47	5	5	1.95	706	19.8599998	6.74	26.6
éprouvons	1010.3942	188.83527	44	-0.3542626437	0.9968545	44	0.9777778	45	6	6	3.45	527	1.01000001	0.28	1.29
épuisait	993.378	160.94728	44	-0.4815053029	0.7954664	44	1	44	6	6	2.55	604	1.88999998	0.03	1.92
épuisant	1042.7108	156.49048	48	-0.1447748814	0.6647604	48	1	48	6	6	2.3	650	3.17999998	1.43	4.61
épuisante	1085.8747	166.7233	46	0.1169526482	0.946376	46	1	46	7	7	2.7	802	2.03000001	0.59	2.62
épuise	1004.2537	128.53743	46	-0.4126523397	0.6947559	46	1	46	5	5	1.9	683	3.31	1.79	5.1
épuiser	1013.7292	224.66405	46	-0.440939366	1.0928674	46	0.9787234	47	6	6	2	630	4.52999998	1.91	6.44
épuisette	1143.3283	191.57424	46	0.5536144815	1.1218448	46	0.9787234	47	7	7	2.6	813	1.15	0.51	1.66
épuration	1075.1408	165.7796	40	0.1737353794	0.9112372	40	0.8958333	48	8	6	3.15	747	1.49000002	0.44	1.93
équateur	1131.6786	143.91179	46	0.4445313361	1.0249181	46	0.9591837	49	7	6	2.4	865	1.55	0.38	1.93
équation	1099.1046	121.82246	42	0.1994133543	0.7882704	42	0.9166667	48	7	5	3.7	701	1.34999999	2.49	3.84
équerre	1103.8632	214.88075	46	0.0985134095	0.9797721	46	0.9583333	48	4	4	1.75	687	1.49000002	0.19	1.68
équestre	1229.3772	181.10233	43	1.1938044822	0.8737704	43	0.9375	48	6	4	2.4	830	1.34999999	0.28	1.63
équilibré	1054.018	165.04947	46	-0.145755867	0.7360955	46	1	47	8	8	3.05	714	1.74999998	1.77	3.52
équilibre	1076.7192	156.22567	45	0.1010778895	0.7638052	45	1	45	7	7	2.75	697	39.52000031	11.09	50.61
équinoxe	1160.6969	121.90719	43	0.71254933	0.8226136	43	0.9148936	47	7	5	3.05	888	2.49999996	0.44	2.94
équipage	1117.7347	190.12148	44	0.1874883843	0.7544286	44	0.9777778	45	6	6	2.4	814	11.28000009	18.48	29.76
équipe	990.8874	130.69605	44	-0.4667672778	0.6917596	44	0.9565217	46	4	4	1.75	598	27.09000005	118.83	145.92
équiper	1081.0432	213.08709	42	0.1216758608	1.0974331	42	0.9333333	45	5	5	1.8	559	1.88999998	0.89	2.78
équipier	1055.995	196.35693	49	-0.1133737246	0.8014527	49	1	49	6	6	1.95	635	0.80999998	3.07	3.88
équité	1075.0691	213.77608	42	-0.097145747	1.0790792	42	0.8571429	49	5	5	1.55	533	1.49000002	0.79	2.28
équitable	1126.1986	220.91314	40	0.2262083016	0.8175993	40	1	40	7	7	2.4	761	2.77	3.3	6.07
équivaut	1023.8492	162.76136	44	-0.1443472829	0.93846	44	0.9565217	46	5	5	2	583	1.07999998	1.41	2.49
équivoque	1062.573	127.08076	42	0.0872096626	0.8207315	42	0.9555556	45	6	6	2.8	720	7.29999995	1.18	8.48
érable	1096.6546	211.38848	38	0.1640004812	1.1292319	38	0.8510638	47	5	6	3.4	577	1.15	1.11	2.26
éradiquer	1016.2601	155.41187	45	-0.3430941899	0.6972471	45	1	45	7	7	2.75	693	0.07000001	0.97	1.04
érafle	1135.8127	139.32874	39	0.4583088989	0.8941863	39	0.8888889	45	5	5	1.9	680	0.20000001	0.05	0.25
éraflure	1128.3035	164.9583	46	0.4526314591	0.7560839	46	1	46	7	6	2.9	857	0.80999998	1	1.81
éraillée	1061.2271	191.14184	32	-0.1331946414	1.03575	32	0.6808511	47	5	5	1.7	549	2.09999997	0.05	2.15
érection	1031.2913	116.9142	46	-0.178554803	0.7237069	46	1	46	7	5	2.8	672	3.31	3.27	6.58
éreintées	1018.2981	129.90849	43	-0.3123470638	0.7257509	43	0.9347826	46	5	5	1.9	598	0.14	0.01	0.15
éreintait	1055.0978	139.35026	37	0.0818948157	0.9006148	37	0.8604651	43	5	5	2.35	622	0.07000001	0	0.07
éreintant	1036.75	156.7404	44	-0.1549958952	0.8765932	44	0.88	50	5	5	1.9	604	0.21	0.23	0.44
ériger	1081.4035	177.15923	44	-0.0226112285	0.622837	44	0.9375	48	5	5	1.85	598	1.15	0.79	1.94
érosion	1068.8523	141.56842	43	-0.0714611298	0.6987755	43	0.9555556	45	6	4	3.45	641	1.28000002	0.32	1.6
érotique	1061.8841	101.67563	44	0.2042669662	0.6527541	44	0.9361702	47	6	6	1.9	743	5.94999993	3.04	8.99
érotisme	1165.9667	185.72825	46	0.7384044278	0.8946145	46	1	47	7	7	2.25	841	3.37999999	1.64	5.02
érudit	974.4815	149.97517	39	-0.6177276684	0.7935428	39	0.8863636	44	5	5	2	550	1.21999998	1.48	2.7
éruption	963.9262	95.03933	43	-0.6248526365	0.5244646	43	1	44	7	5	3.55	642	1.55	3.32	4.87
été	978.7555	168.33746	47	-0.540838604	0.8840688	47	0.9591837	49	3	3	1	395	980.74000849	1127.73	2108.47
étable	1058.6783	116.89419	45	0.0333513131	0.6722502	45	0.9574468	47	5	5	1.8	608	7.50000008	4.85	12.35
établi	1022.5215	106.48117	44	-0.1802280337	0.588758	44	0.9777778	45	6	6	2.2	628	19.31999983	9	28.32
établir	1025.3568	148.36989	47	-0.1338614329	0.8140747	47	0.9795918	49	7	7	2.65	693	20.68000011	10.52	31.2
étagère	1071.8345	130.5327	50	0.0465753894	0.6629197	50	1	51	6	5	2.55	845	9.59	3.29	12.88
étage	959.141	80.76296	44	-0.479533687	0.5025998	44	0.9777778	45	4	4	1.6	622	69.46000019	40.07	109.53
